,date,매출액,매출원가,매출총이익,영업이익,순이익,자산총계,매출총이익률,영업이익률,주당순이익EPS(달러),주가수익배수PER(배),총자산이익률ROA(%)
1488,2020-10-29,29278.5,23102.015625,6176.484375,1848.875,610.140625,47809.703125,21.09845000092374,6.314468586562222,0.5593750000000001,787.48265625,1.4984374999999999
1489,2020-10-30,29331.0,23143.96875,6187.03125,1852.25,612.71875,47910.59375,21.09670911916356,6.314665422259906,0.56125,790.7446875,1.5031249999999998
1490,2020-11-02,29383.5,23185.921875,6197.578125,1855.625,615.296875,48011.484375,21.09496823740338,6.314862257957591,0.563125,794.00671875,1.5078125
1491,2020-11-03,29436.0,23227.875,6208.125,1859.0,617.875,48112.375,21.093227355643197,6.315059093655275,0.5650000000000001,797.26875,1.5125
1492,2020-11-04,29488.5,23269.828125,6218.671875,1862.375,620.453125,48213.265625,21.091486473883016,6.3152559293529595,0.566875,800.53078125,1.5171875
1493,2020-11-05,29541.0,23311.78125,6229.21875,1865.75,623.03125,48314.15625,21.08974559212283,6.315452765050645,0.56875,803.7928125,1.5218749999999999
1494,2020-11-06,29593.5,23353.734375,6239.765625,1869.125,625.609375,48415.046875,21.08800471036265,6.315649600748329,0.570625,807.05484375,1.5265624999999998
1495,2020-11-09,29646.0,23395.6875,6250.3125,1872.5,628.1875,48515.9375,21.08626382860247,6.315846436446014,0.5725,810.316875,1.53125
1496,2020-11-10,29698.5,23437.640625,6260.859375,1875.875,630.765625,48616.828125,21.084522946842288,6.316043272143698,0.574375,813.57890625,1.5359375
1497,2020-11-11,29751.0,23479.59375,6271.40625,1879.25,633.34375,48717.71875,21.082782065082103,6.316240107841383,0.57625,816.8409375,1.540625
1498,2020-11-12,29803.5,23521.546875,6281.953125,1882.625,635.921875,48818.609375,21.081041183321922,6.316436943539068,0.578125,820.10296875,1.5453124999999999
1499,2020-11-13,29856.0,23563.5,6292.5,1886.0,638.5,48919.5,21.07930030156174,6.316633779236752,0.5800000000000001,823.365,1.5499999999999998
1500,2020-11-16,29908.5,23605.453125,6303.046875,1889.375,641.078125,49020.390625,21.07755941980156,6.316830614934436,0.581875,826.6270312500001,1.5546875
1501,2020-11-17,29961.0,23647.40625,6313.59375,1892.75,643.65625,49121.28125,21.07581853804138,6.317027450632121,0.58375,829.8890625,1.559375
1502,2020-11-18,30013.5,23689.359375,6324.140625,1896.125,646.234375,49222.171875,21.074077656281194,6.317224286329806,0.5856250000000001,833.15109375,1.5640625
1503,2020-11-19,30066.0,23731.3125,6334.6875,1899.5,648.8125,49323.0625,21.072336774521013,6.31742112202749,0.5875,836.413125,1.5687499999999999
1504,2020-11-20,30118.5,23773.265625,6345.234375,1902.875,651.390625,49423.953125,21.07059589276083,6.317617957725175,0.589375,839.67515625,1.5734374999999998
1505,2020-11-23,30171.0,23815.21875,6355.78125,1906.25,653.96875,49524.84375,21.06885501100065,6.317814793422859,0.59125,842.9371875,1.578125
1506,2020-11-24,30223.5,23857.171875,6366.328125,1909.625,656.546875,49625.734375,21.067114129240466,6.318011629120544,0.593125,846.19921875,1.5828125
1507,2020-11-25,30276.0,23899.125,6376.875,1913.0,659.125,49726.625,21.065373247480284,6.318208464818229,0.595,849.4612500000001,1.5875
1508,2020-11-27,30328.5,23941.078125,6387.421875,1916.375,661.703125,49827.515625,21.063632365720103,6.318405300515913,0.596875,852.72328125,1.5921874999999999
1509,2020-11-30,30381.0,23983.03125,6397.96875,1919.75,664.28125,49928.40625,21.061891483959922,6.318602136213598,0.59875,855.9853125,1.5968749999999998
1510,2020-12-01,30433.5,24024.984375,6408.515625,1923.125,666.859375,50029.296875,21.06015060219974,6.318798971911282,0.600625,859.24734375,1.6015625
1511,2020-12-02,30486.0,24066.9375,6419.0625,1926.5,669.4375,50130.1875,21.058409720439556,6.318995807608967,0.6025,862.509375,1.60625
1512,2020-12-03,30538.5,24108.890625,6429.609375,1929.875,672.015625,50231.078125,21.056668838679375,6.319192643306652,0.604375,865.77140625,1.6109375
1513,2020-12-04,30591.0,24150.84375,6440.15625,1933.25,674.59375,50331.96875,21.054927956919194,6.319389479004336,0.60625,869.0334375,1.6156249999999999
1514,2020-12-07,30643.5,24192.796875,6450.703125,1936.625,677.171875,50432.859375,21.053187075159013,6.319586314702021,0.608125,872.29546875,1.6203124999999998
1515,2020-12-08,30696.0,24234.75,6461.25,1940.0,679.75,50533.75,21.05144619339883,6.319783150399705,0.61,875.5575,1.625
1516,2020-12-09,30748.5,24276.703125,6471.796875,1943.375,682.328125,50634.640625,21.049705311638647,6.3199799860973895,0.6118750000000001,878.81953125,1.6296875
1517,2020-12-10,30801.0,24318.65625,6482.34375,1946.75,684.90625,50735.53125,21.047964429878466,6.320176821795075,0.61375,882.0815625,1.634375
1518,2020-12-11,30853.5,24360.609375,6492.890625,1950.125,687.484375,50836.421875,21.046223548118284,6.320373657492759,0.615625,885.34359375,1.6390624999999999
1519,2020-12-14,30906.0,24402.5625,6503.4375,1953.5,690.0625,50937.3125,21.044482666358103,6.320570493190443,0.6175,888.605625,1.6437499999999998
1520,2020-12-15,30958.5,24444.515625,6513.984375,1956.875,692.640625,51038.203125,21.04274178459792,6.320767328888128,0.619375,891.86765625,1.6484375
1521,2020-12-16,31011.0,24486.46875,6524.53125,1960.25,695.21875,51139.09375,21.041000902837737,6.320964164585813,0.62125,895.1296875,1.653125
1522,2020-12-17,31063.5,24528.421875,6535.078125,1963.625,697.796875,51239.984375,21.039260021077556,6.321161000283498,0.623125,898.39171875,1.6578125
1523,2020-12-18,31116.0,24570.375,6545.625,1967.0,700.375,51340.875,21.037519139317375,6.321357835981182,0.625,901.65375,1.6625
1524,2020-12-21,31168.5,24612.328125,6556.171875,1970.375,702.953125,51441.765625,21.035778257557194,6.321554671678866,0.6268750000000001,904.91578125,1.6671874999999998
1525,2020-12-22,31221.0,24654.28125,6566.71875,1973.75,705.53125,51542.65625,21.03403737579701,6.321751507376551,0.62875,908.1778125000001,1.671875
1526,2020-12-23,31273.5,24696.234375,6577.265625,1977.125,708.109375,51643.546875,21.032296494036828,6.321948343074236,0.630625,911.43984375,1.6765625
1527,2020-12-24,31326.0,24738.1875,6587.8125,1980.5,710.6875,51744.4375,21.030555612276647,6.322145178771921,0.6325000000000001,914.701875,1.68125
1528,2020-12-28,31378.5,24780.140625,6598.359375,1983.875,713.265625,51845.328125,21.028814730516466,6.322342014469605,0.634375,917.96390625,1.6859375
1529,2020-12-29,31431.0,24822.09375,6608.90625,1987.25,715.84375,51946.21875,21.02707384875628,6.322538850167289,0.63625,921.2259375,1.6906249999999998
1530,2020-12-30,31483.5,24864.046875,6619.453125,1990.625,718.421875,52047.109375,21.0253329669961,6.322735685864974,0.638125,924.4879687499999,1.6953125
1531,2020-12-31,31536.0,24906.0,6630.0,1994.0,721.0,52148.0,21.02359208523592,6.322932521562659,0.64,927.75,1.7
1532,2021-01-04,31608.196721311477,24962.114754098362,6646.081967213115,1999.0983606557377,727.9180327868852,52161.50819672131,21.026106339620103,6.324416691524908,0.6459016393442623,921.7362295081967,1.7114754098360656
1533,2021-01-05,31680.39344262295,25018.22950819672,6662.163934426229,2004.1967213114754,734.8360655737705,52175.016393442624,21.028620594004284,6.325900861487158,0.6518032786885246,915.7224590163935,1.722950819672131
1534,2021-01-06,31752.590163934427,25074.344262295082,6678.245901639344,2009.295081967213,741.7540983606557,52188.524590163935,21.03113484838847,6.327385031449407,0.6577049180327869,909.7086885245901,1.7344262295081967
1535,2021-01-07,31824.786885245903,25130.45901639344,6694.327868852459,2014.3934426229507,748.672131147541,52202.03278688525,21.033649102772653,6.328869201411656,0.6636065573770492,903.6949180327869,1.7459016393442623
1536,2021-01-08,31896.983606557376,25186.573770491803,6710.4098360655735,2019.4918032786886,755.5901639344262,52215.54098360656,21.036163357156838,6.330353371373906,0.6695081967213115,897.6811475409836,1.7573770491803278
1537,2021-01-11,31969.180327868853,25242.688524590165,6726.491803278688,2024.5901639344263,762.5081967213115,52229.04918032787,21.03867761154102,6.331837541336156,0.6754098360655738,891.6673770491803,1.7688524590163934
1538,2021-01-12,32041.377049180326,25298.803278688523,6742.573770491803,2029.688524590164,769.4262295081967,52242.55737704918,21.041191865925203,6.333321711298405,0.681311475409836,885.6536065573771,1.780327868852459
1539,2021-01-13,32113.573770491803,25354.918032786885,6758.6557377049185,2034.7868852459017,776.344262295082,52256.065573770495,21.043706120309388,6.334805881260655,0.6872131147540984,879.6398360655737,1.7918032786885245
1540,2021-01-14,32185.77049180328,25411.032786885247,6774.737704918033,2039.8852459016393,783.2622950819672,52269.57377049181,21.046220374693572,6.336290051222904,0.6931147540983607,873.6260655737705,1.8032786885245902
1541,2021-01-15,32257.967213114753,25467.147540983606,6790.819672131148,2044.983606557377,790.1803278688525,52283.08196721312,21.048734629077753,6.337774221185153,0.699016393442623,867.6122950819672,1.8147540983606556
1542,2021-01-19,32330.16393442623,25523.262295081968,6806.901639344263,2050.0819672131147,797.0983606557377,52296.59016393442,21.051248883461938,6.339258391147403,0.7049180327868853,861.598524590164,1.8262295081967213
1543,2021-01-20,32402.360655737706,25579.377049180326,6822.983606557377,2055.1803278688526,804.016393442623,52310.098360655735,21.053763137846122,6.340742561109653,0.7108196721311475,855.5847540983607,1.837704918032787
1544,2021-01-21,32474.55737704918,25635.491803278688,6839.065573770492,2060.27868852459,810.9344262295082,52323.60655737705,21.056277392230307,6.342226731071902,0.7167213114754099,849.5709836065573,1.8491803278688523
1545,2021-01-22,32546.754098360656,25691.60655737705,6855.147540983607,2065.377049180328,817.8524590163935,52337.11475409836,21.058791646614488,6.343710901034152,0.7226229508196722,843.5572131147541,1.860655737704918
1546,2021-01-25,32618.950819672133,25747.72131147541,6871.229508196721,2070.4754098360654,824.7704918032787,52350.62295081967,21.061305900998672,6.345195070996401,0.7285245901639344,837.5434426229508,1.8721311475409836
1547,2021-01-26,32691.147540983606,25803.83606557377,6887.311475409836,2075.5737704918033,831.688524590164,52364.13114754098,21.063820155382857,6.34667924095865,0.7344262295081967,831.5296721311475,1.883606557377049
1548,2021-01-27,32763.344262295082,25859.950819672133,6903.393442622951,2080.6721311475408,838.6065573770492,52377.639344262294,21.06633440976704,6.3481634109209,0.740327868852459,825.5159016393443,1.8950819672131147
1549,2021-01-28,32835.54098360656,25916.06557377049,6919.475409836065,2085.7704918032787,845.5245901639345,52391.147540983606,21.068848664151222,6.34964758088315,0.7462295081967213,819.5021311475409,1.9065573770491802
1550,2021-01-29,32907.737704918036,25972.180327868853,6935.55737704918,2090.8688524590166,852.4426229508197,52404.65573770492,21.071362918535407,6.351131750845399,0.7521311475409836,813.4883606557377,1.9180327868852458
1551,2021-02-01,32979.934426229505,26028.29508196721,6951.639344262295,2095.967213114754,859.360655737705,52418.16393442623,21.07387717291959,6.352615920807649,0.7580327868852459,807.4745901639344,1.9295081967213115
1552,2021-02-02,33052.13114754098,26084.409836065573,6967.7213114754095,2101.065573770492,866.2786885245902,52431.67213114754,21.076391427303772,6.354100090769898,0.7639344262295082,801.4608196721312,1.940983606557377
1553,2021-02-03,33124.32786885246,26140.524590163935,6983.803278688524,2106.1639344262294,873.1967213114754,52445.18032786885,21.078905681687957,6.355584260732147,0.7698360655737705,795.4470491803279,1.9524590163934425
1554,2021-02-04,33196.524590163935,26196.639344262294,6999.88524590164,2111.2622950819673,880.1147540983607,52458.688524590165,21.08141993607214,6.357068430694397,0.7757377049180327,789.4332786885245,1.9639344262295082
1555,2021-02-05,33268.72131147541,26252.754098360656,7015.9672131147545,2116.3606557377047,887.032786885246,52472.19672131148,21.083934190456326,6.358552600656647,0.7816393442622951,783.4195081967213,1.9754098360655736
1556,2021-02-08,33340.91803278688,26308.868852459018,7032.049180327869,2121.4590163934427,893.9508196721312,52485.70491803279,21.086448444840507,6.360036770618896,0.7875409836065574,777.405737704918,1.9868852459016393
1557,2021-02-09,33413.11475409836,26364.983606557376,7048.131147540984,2126.55737704918,900.8688524590164,52499.2131147541,21.08896269922469,6.361520940581146,0.7934426229508197,771.3919672131148,1.998360655737705
1558,2021-02-10,33485.311475409835,26421.09836065574,7064.213114754099,2131.655737704918,907.7868852459017,52512.72131147541,21.091476953608876,6.363005110543395,0.7993442622950819,765.3781967213115,2.0098360655737704
1559,2021-02-11,33557.50819672131,26477.213114754097,7080.295081967213,2136.754098360656,914.7049180327868,52526.229508196724,21.09399120799306,6.364489280505644,0.8052459016393443,759.3644262295081,2.021311475409836
1560,2021-02-12,33629.70491803279,26533.32786885246,7096.377049180328,2141.8524590163934,921.6229508196722,52539.737704918036,21.09650546237724,6.365973450467894,0.8111475409836065,753.3506557377049,2.0327868852459017
1561,2021-02-16,33701.901639344265,26589.44262295082,7112.459016393443,2146.9508196721313,928.5409836065573,52553.24590163935,21.099019716761426,6.367457620430144,0.8170491803278689,747.3368852459016,2.044262295081967
1562,2021-02-17,33774.098360655735,26645.55737704918,7128.540983606557,2152.0491803278687,935.4590163934427,52566.75409836065,21.10153397114561,6.368941790392393,0.8229508196721311,741.3231147540984,2.0557377049180325
1563,2021-02-18,33846.29508196721,26701.67213114754,7144.622950819672,2157.1475409836066,942.3770491803278,52580.262295081964,21.104048225529795,6.370425960354642,0.8288524590163935,735.3093442622951,2.0672131147540984
1564,2021-02-19,33918.49180327869,26757.786885245903,7160.704918032787,2162.245901639344,949.2950819672132,52593.770491803276,21.106562479913975,6.371910130316892,0.8347540983606557,729.2955737704917,2.078688524590164
1565,2021-02-22,33990.688524590165,26813.90163934426,7176.786885245901,2167.344262295082,956.2131147540983,52607.27868852459,21.10907673429816,6.373394300279141,0.8406557377049181,723.2818032786885,2.0901639344262293
1566,2021-02-23,34062.88524590164,26870.016393442624,7192.868852459016,2172.44262295082,963.1311475409836,52620.7868852459,21.111590988682345,6.3748784702413905,0.8465573770491803,717.2680327868852,2.101639344262295
1567,2021-02-24,34135.08196721312,26926.131147540982,7208.950819672131,2177.5409836065573,970.0491803278688,52634.29508196721,21.11410524306653,6.376362640203641,0.8524590163934427,711.254262295082,2.1131147540983606
1568,2021-02-25,34207.27868852459,26982.245901639344,7225.0327868852455,2182.6393442622953,976.9672131147541,52647.80327868852,21.11661949745071,6.37784681016589,0.8583606557377049,705.2404918032787,2.124590163934426
1569,2021-02-26,34279.475409836065,27038.360655737706,7241.11475409836,2187.7377049180327,983.8852459016393,52661.311475409835,21.119133751834894,6.379330980128139,0.8642622950819672,699.2267213114753,2.136065573770492
1570,2021-03-01,34351.67213114754,27094.475409836065,7257.196721311476,2192.8360655737706,990.8032786885246,52674.81967213115,21.12164800621908,6.380815150090389,0.8701639344262295,693.2129508196722,2.1475409836065573
1571,2021-03-02,34423.86885245902,27150.590163934427,7273.2786885245905,2197.934426229508,997.7213114754098,52688.32786885246,21.124162260603264,6.382299320052638,0.8760655737704919,687.1991803278688,2.1590163934426227
1572,2021-03-03,34496.065573770495,27206.70491803279,7289.360655737705,2203.032786885246,1004.639344262295,52701.83606557377,21.126676514987444,6.3837834900148875,0.8819672131147541,681.1854098360656,2.1704918032786886
1573,2021-03-04,34568.262295081964,27262.819672131147,7305.44262295082,2208.1311475409834,1011.5573770491803,52715.34426229508,21.12919076937163,6.385267659977138,0.8878688524590164,675.1716393442623,2.181967213114754
1574,2021-03-05,34640.45901639344,27318.93442622951,7321.524590163935,2213.2295081967213,1018.4754098360656,52728.852459016394,21.131705023755813,6.386751829939387,0.8937704918032787,669.1578688524589,2.1934426229508195
1575,2021-03-08,34712.65573770492,27375.049180327867,7337.606557377049,2218.327868852459,1025.3934426229507,52742.360655737706,21.134219278139994,6.388235999901636,0.8996721311475411,663.1440983606558,2.2049180327868854
1576,2021-03-09,34784.852459016394,27431.16393442623,7353.688524590164,2223.4262295081967,1032.311475409836,52755.86885245902,21.13673353252418,6.389720169863886,0.9055737704918032,657.1303278688524,2.216393442622951
1577,2021-03-10,34857.04918032787,27487.27868852459,7369.770491803279,2228.5245901639346,1039.2295081967213,52769.37704918033,21.139247786908363,6.391204339826135,0.9114754098360656,651.1165573770492,2.2278688524590162
1578,2021-03-11,34929.24590163935,27543.39344262295,7385.852459016393,2233.622950819672,1046.1475409836066,52782.88524590164,21.141762041292548,6.3926885097883845,0.9173770491803279,645.1027868852459,2.2393442622950817
1579,2021-03-12,35001.44262295082,27599.508196721312,7401.934426229508,2238.72131147541,1053.065573770492,52796.39344262295,21.14427629567673,6.394172679750635,0.9232786885245902,639.0890163934425,2.2508196721311475
1580,2021-03-15,35073.639344262294,27655.62295081967,7418.016393442623,2243.8196721311474,1059.983606557377,52809.901639344265,21.146790550060913,6.395656849712884,0.9291803278688524,633.0752459016394,2.262295081967213
1581,2021-03-16,35145.83606557377,27711.737704918032,7434.098360655737,2248.9180327868853,1066.9016393442623,52823.40983606558,21.149304804445098,6.397141019675133,0.9350819672131148,627.061475409836,2.273770491803279
1582,2021-03-17,35218.03278688525,27767.852459016394,7450.180327868852,2254.0163934426228,1073.8196721311476,52836.91803278688,21.151819058829282,6.398625189637383,0.9409836065573771,621.0477049180328,2.2852459016393443
1583,2021-03-18,35290.229508196724,27823.967213114753,7466.262295081968,2259.1147540983607,1080.7377049180327,52850.42622950819,21.154333313213463,6.400109359599632,0.9468852459016394,615.0339344262295,2.2967213114754097
1584,2021-03-19,35362.4262295082,27880.081967213115,7482.344262295082,2264.2131147540986,1087.655737704918,52863.934426229505,21.156847567597648,6.4015935295618815,0.9527868852459016,609.0201639344261,2.308196721311475
1585,2021-03-22,35434.62295081967,27936.196721311477,7498.426229508197,2269.311475409836,1094.5737704918033,52877.44262295082,21.159361821981832,6.403077699524132,0.958688524590164,603.006393442623,2.319672131147541
1586,2021-03-23,35506.81967213115,27992.311475409835,7514.508196721312,2274.409836065574,1101.4918032786886,52890.95081967213,21.161876076366017,6.404561869486381,0.9645901639344263,596.9926229508196,2.3311475409836064
1587,2021-03-24,35579.016393442624,28048.426229508197,7530.5901639344265,2279.5081967213114,1108.4098360655737,52904.45901639344,21.164390330750198,6.40604603944863,0.9704918032786886,590.9788524590164,2.3426229508196723
1588,2021-03-25,35651.2131147541,28104.54098360656,7546.672131147541,2284.6065573770493,1115.327868852459,52917.96721311475,21.166904585134382,6.40753020941088,0.9763934426229508,584.9650819672131,2.3540983606557377
1589,2021-03-26,35723.40983606558,28160.655737704918,7562.754098360656,2289.7049180327867,1122.2459016393443,52931.475409836065,21.169418839518567,6.409014379373129,0.9822950819672132,578.9513114754097,2.365573770491803
1590,2021-03-29,35795.60655737705,28216.77049180328,7578.836065573771,2294.8032786885246,1129.1639344262294,52944.983606557376,21.17193309390275,6.4104985493353785,0.9881967213114754,572.9375409836066,2.3770491803278686
1591,2021-03-30,35867.80327868852,28272.885245901638,7594.918032786885,2299.901639344262,1136.0819672131147,52958.49180327869,21.174447348286932,6.411982719297629,0.9940983606557376,566.9237704918032,2.3885245901639345
1592,2021-03-31,35940.0,28329.0,7611.0,2305.0,1143.0,52972.0,21.176961602671117,6.413466889259878,1.0,560.91,2.4
1593,2021-04-01,36034.0,28397.333333333332,7636.666666666667,2320.6349206349205,1159.4761904761904,53006.50793650794,21.19072186916616,6.436414339833229,1.0146031746031745,556.7720634920635,2.4285714285714284
1594,2021-04-05,36128.0,28465.666666666668,7662.333333333333,2336.2698412698414,1175.952380952381,53041.01587301587,21.20448213566121,6.4593617904065805,1.0292063492063492,552.634126984127,2.457142857142857
1595,2021-04-06,36222.0,28534.0,7688.0,2351.904761904762,1192.4285714285713,53075.52380952381,21.218242402156253,6.482309240979932,1.0438095238095237,548.4961904761905,2.4857142857142858
1596,2021-04-07,36316.0,28602.333333333332,7713.666666666667,2367.5396825396824,1208.904761904762,53110.031746031746,21.232002668651297,6.505256691553283,1.0584126984126985,544.358253968254,2.5142857142857142
1597,2021-04-08,36410.0,28670.666666666668,7739.333333333333,2383.1746031746034,1225.3809523809523,53144.53968253968,21.24576293514634,6.528204142126635,1.073015873015873,540.2203174603175,2.5428571428571427
1598,2021-04-09,36504.0,28739.0,7765.0,2398.809523809524,1241.857142857143,53179.04761904762,21.25952320164139,6.551151592699986,1.0876190476190477,536.082380952381,2.571428571428571
1599,2021-04-12,36598.0,28807.333333333332,7790.666666666667,2414.4444444444443,1258.3333333333333,53213.555555555555,21.273283468136434,6.574099043273337,1.1022222222222222,531.9444444444445,2.6
1600,2021-04-13,36692.0,28875.666666666668,7816.333333333333,2430.0793650793653,1274.8095238095239,53248.06349206349,21.287043734631478,6.597046493846689,1.1168253968253967,527.806507936508,2.6285714285714286
1601,2021-04-14,36786.0,28944.0,7842.0,2445.714285714286,1291.2857142857142,53282.57142857143,21.300804001126522,6.61999394442004,1.1314285714285715,523.6685714285715,2.657142857142857
1602,2021-04-15,36880.0,29012.333333333332,7867.666666666667,2461.3492063492063,1307.7619047619048,53317.079365079364,21.31456426762157,6.642941394993391,1.146031746031746,519.5306349206348,2.6857142857142855
1603,2021-04-16,36974.0,29080.666666666668,7893.333333333333,2476.984126984127,1324.2380952380952,53351.5873015873,21.328324534116614,6.665888845566743,1.1606349206349207,515.3926984126983,2.7142857142857144
1604,2021-04-19,37068.0,29149.0,7919.0,2492.6190476190477,1340.7142857142858,53386.09523809524,21.34208480061166,6.688836296140094,1.1752380952380952,511.2547619047619,2.742857142857143
1605,2021-04-20,37162.0,29217.333333333332,7944.666666666667,2508.253968253968,1357.1904761904761,53420.60317460317,21.355845067106706,6.711783746713445,1.18984126984127,507.1168253968254,2.7714285714285714
1606,2021-04-21,37256.0,29285.666666666668,7970.333333333333,2523.8888888888887,1373.6666666666665,53455.11111111111,21.36960533360175,6.734731197286797,1.2044444444444444,502.9788888888889,2.8
1607,2021-04-22,37350.0,29354.0,7996.0,2539.5238095238096,1390.142857142857,53489.619047619046,21.383365600096795,6.757678647860148,1.2190476190476192,498.8409523809524,2.8285714285714283
1608,2021-04-23,37444.0,29422.333333333332,8021.666666666667,2555.15873015873,1406.6190476190477,53524.12698412698,21.39712586659184,6.780626098433499,1.2336507936507937,494.70301587301583,2.857142857142857
1609,2021-04-26,37538.0,29490.666666666668,8047.333333333333,2570.7936507936506,1423.095238095238,53558.63492063492,21.410886133086887,6.803573549006851,1.2482539682539682,490.5650793650793,2.8857142857142857
1610,2021-04-27,37632.0,29559.0,8073.0,2586.4285714285716,1439.5714285714284,53593.142857142855,21.42464639958193,6.826520999580203,1.262857142857143,486.4271428571428,2.914285714285714
1611,2021-04-28,37726.0,29627.333333333332,8098.666666666667,2602.063492063492,1456.047619047619,53627.65079365079,21.438406666076975,6.849468450153554,1.2774603174603174,482.2892063492063,2.942857142857143
1612,2021-04-29,37820.0,29695.666666666668,8124.333333333333,2617.6984126984125,1472.5238095238096,53662.15873015873,21.45216693257202,6.872415900726906,1.292063492063492,478.1512698412698,2.9714285714285715
1613,2021-04-30,37914.0,29764.0,8150.0,2633.3333333333335,1489.0,53696.666666666664,21.465927199067067,6.895363351300257,1.3066666666666666,474.0133333333333,3.0
1614,2021-05-03,38008.0,29832.333333333332,8175.666666666667,2648.968253968254,1505.4761904761904,53731.1746031746,21.47968746556211,6.918310801873608,1.3212698412698414,469.8753968253968,3.0285714285714285
1615,2021-05-04,38102.0,29900.666666666668,8201.333333333334,2664.6031746031745,1521.952380952381,53765.68253968254,21.493447732057156,6.94125825244696,1.3358730158730159,465.7374603174603,3.057142857142857
1616,2021-05-05,38196.0,29969.0,8227.0,2680.2380952380954,1538.4285714285713,53800.19047619047,21.5072079985522,6.964205703020311,1.3504761904761904,461.5995238095238,3.0857142857142854
1617,2021-05-06,38290.0,30037.333333333332,8252.666666666666,2695.873015873016,1554.904761904762,53834.69841269841,21.520968265047248,6.987153153593662,1.3650793650793651,457.4615873015873,3.1142857142857143
1618,2021-05-07,38384.0,30105.666666666668,8278.333333333334,2711.5079365079364,1571.3809523809523,53869.206349206346,21.534728531542292,7.010100604167014,1.3796825396825396,453.3236507936508,3.142857142857143
1619,2021-05-10,38478.0,30174.0,8304.0,2727.142857142857,1587.857142857143,53903.71428571428,21.548488798037337,7.033048054740365,1.3942857142857141,449.1857142857143,3.1714285714285713
1620,2021-05-11,38572.0,30242.333333333332,8329.666666666666,2742.777777777778,1604.3333333333333,53938.22222222222,21.562249064532384,7.055995505313716,1.4088888888888889,445.0477777777778,3.2
1621,2021-05-12,38666.0,30310.666666666668,8355.333333333334,2758.4126984126983,1620.8095238095239,53972.730158730155,21.57600933102743,7.078942955887068,1.4234920634920636,440.90984126984125,3.2285714285714286
1622,2021-05-13,38760.0,30379.0,8381.0,2774.0476190476193,1637.2857142857142,54007.23809523809,21.589769597522473,7.101890406460419,1.438095238095238,436.77190476190475,3.257142857142857
1623,2021-05-14,38854.0,30447.333333333332,8406.666666666666,2789.6825396825398,1653.7619047619046,54041.746031746035,21.603529864017517,7.1248378570337705,1.4526984126984126,432.63396825396825,3.2857142857142856
1624,2021-05-17,38948.0,30515.666666666668,8432.333333333334,2805.3174603174602,1670.2380952380952,54076.253968253965,21.617290130512565,7.147785307607122,1.4673015873015873,428.49603174603175,3.314285714285714
1625,2021-05-18,39042.0,30584.0,8458.0,2820.9523809523807,1686.7142857142858,54110.76190476191,21.63105039700761,7.170732758180473,1.4819047619047618,424.35809523809525,3.342857142857143
1626,2021-05-19,39136.0,30652.333333333332,8483.666666666666,2836.5873015873017,1703.1904761904761,54145.269841269845,21.644810663502653,7.1936802087538245,1.4965079365079363,420.22015873015874,3.3714285714285714
1627,2021-05-20,39230.0,30720.666666666668,8509.333333333334,2852.222222222222,1719.6666666666665,54179.77777777778,21.658570929997698,7.216627659327176,1.511111111111111,416.0822222222222,3.4
1628,2021-05-21,39324.0,30789.0,8535.0,2867.857142857143,1736.142857142857,54214.28571428572,21.672331196492745,7.239575109900527,1.5257142857142858,411.9442857142857,3.428571428571429
1629,2021-05-24,39418.0,30857.333333333332,8560.666666666666,2883.4920634920636,1752.6190476190477,54248.793650793654,21.68609146298779,7.262522560473879,1.5403174603174603,407.8063492063492,3.4571428571428573
1630,2021-05-25,39512.0,30925.666666666668,8586.333333333334,2899.126984126984,1769.095238095238,54283.30158730159,21.699851729482834,7.28547001104723,1.5549206349206348,403.6684126984127,3.4857142857142858
1631,2021-05-26,39606.0,30994.0,8612.0,2914.7619047619046,1785.5714285714284,54317.80952380953,21.71361199597788,7.308417461620581,1.5695238095238095,399.5304761904762,3.5142857142857142
1632,2021-05-27,39700.0,31062.333333333332,8637.666666666666,2930.3968253968255,1802.047619047619,54352.31746031746,21.727372262472926,7.331364912193933,1.584126984126984,395.3925396825397,3.5428571428571427
1633,2021-05-28,39794.0,31130.666666666668,8663.333333333334,2946.031746031746,1818.5238095238094,54386.8253968254,21.74113252896797,7.354312362767284,1.5987301587301586,391.2546031746032,3.571428571428571
1634,2021-06-01,39888.0,31199.0,8689.0,2961.6666666666665,1835.0,54421.333333333336,21.754892795463014,7.377259813340635,1.6133333333333333,387.1166666666667,3.6
1635,2021-06-02,39982.0,31267.333333333332,8714.666666666666,2977.3015873015875,1851.4761904761904,54455.84126984127,21.768653061958062,7.400207263913987,1.627936507936508,382.9787301587302,3.6285714285714286
1636,2021-06-03,40076.0,31335.666666666668,8740.333333333334,2992.936507936508,1867.9523809523807,54490.34920634921,21.782413328453107,7.423154714487339,1.6425396825396825,378.84079365079367,3.6571428571428575
1637,2021-06-04,40170.0,31404.0,8766.0,3008.5714285714284,1884.4285714285713,54524.857142857145,21.79617359494815,7.44610216506069,1.657142857142857,374.70285714285717,3.685714285714286
1638,2021-06-07,40264.0,31472.333333333332,8791.666666666666,3024.206349206349,1900.904761904762,54559.36507936508,21.809933861443195,7.469049615634042,1.6717460317460318,370.56492063492067,3.7142857142857144
